"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Orange HRM Login Test","10004","hrmLogin","AutomationSuite","2025-12-26","passed","2025-12-26","org.example.testcases.OrangeHRMLoginTest","OrangeHRMLoginTest","org.example.testcases.OrangeHRMLoginTest","hrmLogin"
